order_id,day,hour,node_id,lat,lon,x,y,demand_weight
104,0,20,5648108140,1.352337,103.8346369,1651.18,26.38,0.0681
105,0,10,5661315493,1.3605717,103.8292728,1054.22,943.07,0.2902
106,0,12,11279640714,1.3558632,103.8318758,1343.9,418.92,0.1683
107,0,18,5661315472,1.3605706,103.829298,1057.02,942.95,0.2883
108,0,9,5698393583,1.35523,103.8275385,861.21,348.43,0.5264
109,0,7,5662123671,1.3571089,103.8320279,1360.83,557.59,0.1661
110,0,10,5159898226,1.3668501,103.8244674,519.43,1641.98,0.0941
111,0,9,6746010761,1.3544875,103.8314965,1301.69,265.78,0.1714
112,0,20,8882789446,1.3538723,103.833432,1517.09,197.29,0.0993
113,0,19,6036246988,1.3596104,103.8295648,1086.71,836.06,0.3059
114,0,17,1318498336,1.3537622,103.8329056,1458.51,185.04,0.1116
115,0,20,7858855385,1.3606099,103.8283508,951.61,947.32,0.363
116,0,19,8012725239,1.3564199,103.8290486,1029.27,480.89,0.3765
117,0,9,5661315514,1.3611562,103.8290561,1030.1,1008.14,0.2765
118,0,20,8012725240,1.3565031,103.829129,1038.22,490.15,0.3698
119,0,15,11290297627,1.3641281,103.8172847,-279.93,1338.97,0.0854
120,0,19,8008325790,1.3606111,103.8310381,1250.68,947.46,0.1806
121,0,20,5935920068,1.3593373,103.8309127,1236.72,805.66,0.213
122,0,11,8027763558,1.3508311,103.8327929,1445.97,-141.25,0.0821
123,0,8,5374127101,1.3581944,103.8251161,591.62,678.43,0.7518
124,0,9,5646398859,1.3607592,103.8272666,830.95,963.94,0.451
125,0,12,5158074579,1.3516007,103.8298345,1116.73,-55.58,0.1694
126,0,19,5251317741,1.3585275,103.8316753,1321.59,715.51,0.1793
127,0,19,5660873615,1.3655879,103.8274329,849.46,1501.47,0.1189
128,0,0,9287429451,1.3572418,103.8235833,421.04,572.39,0.6762
129,0,14,8039009052,1.3555263,103.8330732,1477.16,381.42,0.12
130,0,12,5158088552,1.3603972,103.826575,753.98,923.64,0.5641
131,0,9,1601010905,1.3554788,103.8307199,1215.26,376.13,0.2287
132,0,8,5159268604,1.3586274,103.8196246,-19.52,726.63,0.3403
133,0,11,6036246997,1.3599342,103.8299937,1134.45,872.1,0.2611
134,0,21,5661315465,1.3599771,103.8290802,1032.78,876.88,0.3339
135,0,11,5845787181,1.3619541,103.8283748,954.28,1096.96,0.2718
136,0,14,5661315487,1.361189,103.828823,1004.16,1011.79,0.2905
137,0,18,9287429428,1.3567142,103.8233458,394.61,513.65,0.6592
138,0,11,9287429426,1.3564064,103.8231105,368.42,479.39,0.6507
139,0,22,4000033086,1.3596831,103.827874,898.55,844.15,0.4709
140,0,21,4810471130,1.3703554,103.8278637,897.4,2032.19,0.0463
141,0,10,4000040009,1.3570502,103.8284671,964.55,551.06,0.4417
142,0,14,978172639,1.3605179,103.8259419,683.53,937.08,0.5984
143,0,10,5272752591,1.3600986,103.8306585,1208.43,890.4,0.2128
144,0,10,5158088580,1.3596567,103.8237184,436.07,841.21,0.6347
145,0,5,3205822996,1.3519664,103.8222521,272.89,-14.87,0.4464
146,0,16,4838338642,1.3590048,103.8234123,402.01,768.64,0.662
147,0,14,8021304343,1.3563216,103.8320934,1368.12,469.95,0.1609
148,0,6,5659506585,1.3607899,103.8299535,1129.97,967.36,0.2348
149,0,10,5661315480,1.3604539,103.8290603,1030.57,929.96,0.3124
150,0,20,5159268952,1.3587106,103.8194288,-41.31,735.89,0.3209
151,0,10,563630410,1.3556123,103.8183175,-164.99,390.99,0.2771
152,0,8,5159274269,1.3610347,103.8186066,-132.81,994.61,0.192
153,0,13,5158088547,1.3610614,103.8261557,707.32,997.58,0.5006
154,0,22,5159236452,1.3621755,103.8149835,-536.02,1121.6,0.0742
155,0,10,5245641825,1.3553521,103.831545,1307.09,362.02,0.1799
156,0,17,5158088582,1.3598316,103.8238387,449.46,860.68,0.6239
157,0,18,5661315462,1.3597577,103.8292712,1054.04,852.46,0.3264
158,0,10,1600976551,1.358546,103.8195834,-24.11,717.57,0.3381
159,0,18,4838301941,1.3602847,103.8270613,808.1,911.12,0.5175
160,0,11,11290315407,1.3677632,103.813112,-744.3,1743.63,0.0379
161,0,17,5159898310,1.362053,103.8187757,-113.99,1107.97,0.1655
162,0,17,8110445401,1.3578599,103.8275892,866.85,641.19,0.5477
163,0,15,563630403,1.3561687,103.8165721,-359.23,452.93,0.1709
164,0,7,5720931204,1.3533737,103.8322384,1384.26,141.79,0.1267
165,0,19,4598549356,1.3530245,103.8361593,1820.61,102.92,0.0551
166,0,11,5251317017,1.3606638,103.8272848,832.98,953.32,0.4584
167,0,9,4000037190,1.356265,103.8274366,849.87,463.65,0.5209
168,0,6,11332326050,1.3557593,103.8326817,1433.59,407.35,0.1344
169,0,16,5664693005,1.356785,103.8288544,1007.66,521.53,0.3996
170,0,17,6036246996,1.359748,103.8299088,1125.0,851.38,0.2732
171,0,2,5159898460,1.3620003,103.8232919,388.61,1102.1,0.3432
172,0,14,5698333646,1.3551683,103.8236573,429.28,341.56,0.5765
173,0,9,5251317739,1.3580619,103.8288746,1009.9,663.68,0.4125
174,0,17,6217411749,1.3612142,103.8272658,830.86,1014.59,0.4054
175,0,9,5698393585,1.3557932,103.8280548,918.67,411.13,0.4683
176,0,17,4000029288,1.3608708,103.8241805,487.5,976.37,0.5063
177,0,12,5225823423,1.3590847,103.8312891,1278.61,777.54,0.1946
178,0,21,3205822997,1.3521274,103.8208714,119.24,3.05,0.4961
179,0,8,4961940608,1.3609351,103.8265323,749.23,983.52,0.4963
180,0,11,4811148204,1.3587483,103.8275644,864.09,740.09,0.5534
181,0,8,5158088558,1.360221,103.8221018,256.17,904.03,0.4582
182,0,20,5661315497,1.3605074,103.8292986,1057.09,935.91,0.2912
183,0,20,6063308131,1.3574349,103.8243869,510.47,593.88,0.699
184,0,10,661034261,1.360947,103.8228708,341.75,984.85,0.4302
185,0,17,5158088534,1.3609182,103.8261613,707.94,981.64,0.5226
186,0,19,5845787308,1.3618295,103.8284105,958.25,1083.09,0.2778
187,0,15,5159274271,1.3604242,103.8187742,-114.16,926.65,0.221
188,0,14,5158076739,1.3501259,103.8349776,1689.1,-219.76,0.0537
189,0,10,8027775116,1.3512454,103.8322853,1389.48,-95.13,0.0957
190,0,7,8649490766,1.3556363,103.8232525,384.23,393.66,0.6036
191,0,20,10721071176,1.361821,103.8299072,1124.82,1082.14,0.1991
192,0,20,6734278379,1.358366,103.8248965,567.18,697.53,0.7839
193,0,17,5248203985,1.3562516,103.8310901,1256.46,462.16,0.2132
194,0,11,5661632986,1.3558382,103.830688,1211.71,416.14,0.2351
195,0,11,5159236569,1.3634179,103.8158025,-444.88,1259.91,0.0741
196,0,18,5698393596,1.3575025,103.8289359,1016.73,601.41,0.4012
197,0,20,5648108223,1.357248,103.8324488,1407.67,573.08,0.1477
198,0,20,5159898478,1.3617245,103.8205437,82.77,1071.4,0.2533
199,0,18,978172632,1.3600359,103.8264032,734.86,883.42,0.6208
200,1,17,1600984853,1.3571012,103.818986,-90.59,556.73,0.3081
201,1,7,8110445397,1.3572926,103.8276727,876.14,578.04,0.5208
202,1,9,12090102852,1.3572719,103.8167339,-341.22,575.74,0.1696
203,1,20,5660874321,1.3658328,103.8266141,758.33,1528.74,0.1177
204,1,16,5159268947,1.3589408,103.8190506,-83.4,761.52,0.2842
205,1,0,4838338623,1.3586367,103.8199559,17.35,727.67,0.3719
206,1,8,6734278379,1.358366,103.8248965,567.18,697.53,0.7839
207,1,17,4000029290,1.3609294,103.8206969,99.82,982.89,0.3142
208,1,0,7858855385,1.3606099,103.8283508,951.61,947.32,0.363
209,1,9,6305075885,1.3559031,103.8300443,1140.08,423.36,0.2828
210,1,15,5646398517,1.3679621,103.8308701,1231.98,1765.77,0.0544
211,1,17,11290290529,1.3616138,103.8153833,-491.53,1059.08,0.0852
212,1,17,563630690,1.3524542,103.8245448,528.04,39.43,0.4184
213,1,9,4598556887,1.3579052,103.8321531,1374.76,646.23,0.1595
214,1,18,4961940598,1.3608572,103.825934,682.65,974.85,0.5411
215,1,9,2085847351,1.3675464,103.8292612,1052.93,1719.49,0.0663
216,1,11,1600984855,1.3571176,103.8169787,-313.98,558.56,0.1823
217,1,18,5661314156,1.3615563,103.8284175,959.03,1052.68,0.2951
218,1,17,5159268921,1.3587135,103.8193375,-51.47,736.21,0.3129
219,1,19,5226468709,1.3585286,103.8313781,1288.52,715.63,0.1953
220,1,17,5158088542,1.3608427,103.8259238,681.51,973.24,0.5438
221,1,15,6090004116,1.3574737,103.8281029,924.02,598.2,0.4879
222,1,7,13747525657,1.3538383,103.8334732,1521.68,193.51,0.098
223,1,11,11290297625,1.3641649,103.8168123,-332.5,1343.06,0.0787
224,1,10,563630713,1.3517154,103.8300603,1141.86,-42.81,0.1653
225,1,10,11294838331,1.3613901,103.8310656,1253.74,1034.17,0.1613
226,1,22,4838326515,1.3600674,103.8211903,154.73,886.93,0.4191
227,1,12,5159898264,1.3653263,103.8216633,207.36,1472.35,0.1193
228,1,20,5664693000,1.3568187,103.8288556,1007.79,525.29,0.3999
229,1,17,4598556887,1.3579052,103.8321531,1374.76,646.23,0.1595
230,1,19,4838338639,1.3594426,103.8236251,425.69,817.38,0.6491
231,1,14,5646398852,1.3595453,103.8287124,991.85,828.81,0.3902
232,1,16,6090003333,1.3557151,103.8270369,805.39,402.43,0.5498
233,1,13,5845787298,1.3621477,103.8284709,964.98,1118.51,0.2546
234,1,9,11290297619,1.3639693,103.815532,-474.98,1321.29,0.0662
235,1,18,7759759782,1.3566535,103.8292773,1054.72,506.9,0.3576
236,1,10,11290290545,1.362771,103.8146641,-571.57,1187.9,0.066
237,1,4,3784797714,1.3570758,103.8251122,591.19,553.91,0.6598
238,1,17,5251317738,1.3588742,103.8288535,1007.56,754.1,0.4027
239,1,9,1125498398,1.3599722,103.8275513,862.63,876.33,0.4866
240,1,21,5267997405,1.3538412,103.832703,1435.96,193.83,0.1181
241,1,21,1125498330,1.3570394,103.8176331,-241.15,549.85,0.2175
242,1,20,6487086012,1.357398,103.8278503,895.91,589.77,0.509
243,1,11,1318459301,1.3561966,103.8291573,1041.36,456.03,0.3636
244,1,1,4838338649,1.3577955,103.8231759,375.7,634.02,0.6677
245,1,20,5159898235,1.366523,103.8235232,414.35,1605.57,0.0997
246,1,12,5284444091,1.3594359,103.8289839,1022.07,816.63,0.3673
247,1,21,6036246598,1.3595574,103.8300895,1145.11,830.16,0.2648
248,1,21,3987285545,1.3531107,103.8342129,1604.0,112.51,0.0787
249,1,19,5159236544,1.3626724,103.8154551,-483.54,1176.92,0.0765
250,1,10,5251317742,1.3582833,103.8320858,1367.27,688.32,0.161
251,1,11,8012437750,1.3575817,103.8290472,1029.11,610.22,0.3902
252,1,19,661034277,1.3613411,103.8252311,604.42,1028.72,0.471
253,1,11,5698520997,1.3525306,103.8352542,1719.88,47.93,0.062
254,1,9,5159236598,1.3640006,103.8175531,-250.06,1324.77,0.0912
255,1,15,5159898458,1.3620896,103.8237747,442.34,1112.04,0.3496
256,1,21,5661315486,1.3612238,103.828821,1003.94,1015.66,0.2887
257,1,17,5159268947,1.3589408,103.8190506,-83.4,761.52,0.2842
258,1,15,8918229466,1.3625548,103.8297729,1109.87,1163.83,0.1775
259,1,7,8882789460,1.3541031,103.8336243,1538.49,222.99,0.0965
260,1,16,4838338648,1.358059,103.8232423,383.09,663.36,0.6714
261,1,22,11290297715,1.3645806,103.8141929,-624.01,1389.34,0.0517
262,1,8,11290297850,1.3657565,103.8122253,-842.98,1520.24,0.0398
263,1,14,11290297718,1.3653352,103.8141158,-632.59,1473.34,0.048
264,1,20,5159898432,1.362053,103.820558,84.36,1107.97,0.2347
265,1,18,5845787309,1.3618213,103.8284205,959.37,1082.18,0.2777
266,1,17,9287436809,1.3588406,103.8284661,964.44,750.36,0.4507
267,1,17,6036246868,1.3599977,103.8295352,1083.42,879.17,0.2943
268,1,11,5374786774,1.3582283,103.827386,844.24,682.2,0.5718
269,1,10,5694893945,1.3532201,103.8269307,793.57,124.69,0.4087
270,1,19,6869902742,1.363015,103.8219817,242.8,1215.06,0.2257
271,1,19,5159268611,1.3579504,103.819233,-63.1,651.27,0.3172
272,1,19,5159268619,1.3579973,103.8189112,-98.91,656.49,0.2907
273,1,20,5158088582,1.3598316,103.8238387,449.46,860.68,0.6239
274,1,14,8649490764,1.3597919,103.8195562,-27.13,856.26,0.2983
275,1,14,4811148212,1.359345,103.8285278,971.31,806.51,0.42
276,1,19,1867626584,1.3568826,103.8331931,1490.5,532.4,0.1205
277,1,17,8110448550,1.3582796,103.8254347,627.08,687.91,0.7303
278,1,17,1125498428,1.3603261,103.8222177,269.06,915.73,0.4549
279,1,19,8008325804,1.361215,103.8310307,1249.85,1014.68,0.1669
280,1,20,5670221706,1.354427,103.8317584,1330.84,259.04,0.1588
281,1,11,5158088564,1.3603558,103.8214283,181.21,919.04,0.4073
282,1,11,1125498428,1.3603261,103.8222177,269.06,915.73,0.4549
283,1,7,4000033068,1.3557543,103.8242245,492.4,406.8,0.5988
284,1,16,5652387833,1.3570143,103.8179108,-210.25,547.06,0.2343
285,1,5,5628341902,1.3686345,103.8285532,974.13,1840.62,0.0576
286,1,13,1601010900,1.3556843,103.8308722,1232.21,399.0,0.2215
287,1,15,6090003655,1.3573257,103.8278979,901.21,581.72,0.5025
288,1,10,9287436808,1.358899,103.8285507,973.86,756.86,0.4379
289,1,16,5158088559,1.3602377,103.8221243,258.67,905.89,0.4579
290,1,5,4838338697,1.3590446,103.8262979,723.14,773.07,0.6584
291,1,5,5662123670,1.357457,103.8316453,1318.25,596.34,0.1852
292,1,19,5159898251,1.3641132,103.8209666,129.83,1337.31,0.1497
293,1,11,5661315502,1.3610461,103.8291102,1036.12,995.88,0.2786
294,1,8,1600976556,1.3595672,103.819885,9.46,831.25,0.3364
295,1,14,6063308130,1.3575723,103.8242521,495.47,609.18,0.7079
296,1,18,6869902742,1.363015,103.8219817,242.8,1215.06,0.2257
297,1,9,5661315479,1.3608027,103.8289575,1019.13,968.78,0.3023
298,1,16,5138050331,1.3594909,103.8318944,1345.97,822.75,0.1596
299,1,7,5158088549,1.3603943,103.8264793,743.33,923.32,0.5759
300,1,6,8110445387,1.3578346,103.8274834,855.08,638.38,0.5545
301,1,14,13609436337,1.3727556,103.8287208,992.79,2299.38,0.0367
302,1,15,5242421712,1.3565694,103.8276741,876.3,497.53,0.5049
303,1,17,4000037185,1.3557051,103.8268877,788.78,401.32,0.5564
304,1,18,5284444091,1.3594359,103.8289839,1022.07,816.63,0.3673
305,1,22,5158088563,1.3602774,103.8214083,178.99,910.31,0.4134
306,1,14,5251317729,1.3601035,103.8274703,853.62,890.95,0.486
307,1,11,8027621775,1.3529944,103.8336284,1538.95,99.56,0.0882
308,1,19,11290297590,1.3660713,103.8161739,-403.55,1555.29,0.0555
309,1,10,1601017785,1.3551098,103.8297484,1107.15,335.05,0.294
310,1,12,5664693007,1.3567623,103.829049,1029.31,519.01,0.3805
311,1,7,5159268610,1.3579879,103.8192263,-63.85,655.44,0.3161
312,1,4,8027636935,1.3525618,103.8370269,1917.16,51.41,0.0478
313,1,21,11290315383,1.3681955,103.8124804,-814.59,1791.75,0.0361
314,1,19,5230446272,1.3592515,103.8303152,1170.23,796.1,0.255
315,1,17,1125498898,1.3578093,103.8286115,980.62,635.56,0.4412
316,1,12,1125498695,1.3609951,103.8139517,-650.85,990.2,0.0685
317,1,9,4598764361,1.3552638,103.83071,1214.16,352.19,0.2264
318,1,8,5936326396,1.3591832,103.8311977,1268.44,788.5,0.1985
319,1,10,5159236459,1.3623821,103.8139935,-646.2,1144.6,0.0614
320,1,15,5251317745,1.3582664,103.8321326,1372.48,686.44,0.159
321,1,18,4961940596,1.3607293,103.8259316,682.38,960.61,0.5625
322,1,17,4961940601,1.3609338,103.8261568,707.44,983.38,0.5203
323,1,10,8012725243,1.3578801,103.82764,872.51,643.44,0.5446
324,1,21,563630368,1.3528469,103.8199623,18.06,83.14,0.4851
325,1,18,4740600554,1.355432,103.8304917,1189.87,370.92,0.2433
326,1,15,5661314131,1.3636978,103.8282293,938.09,1291.07,0.1793
327,1,16,6758577571,1.3641472,103.8283941,956.43,1341.09,0.1559
328,1,12,5159236458,1.3623763,103.8140473,-640.21,1143.96,0.062
329,1,10,5270039724,1.360141,103.8325837,1422.69,895.12,0.1261
330,1,11,5248199310,1.3560557,103.8320725,1365.79,440.35,0.1605
331,1,18,8027775115,1.3516597,103.8332006,1491.34,-49.01,0.084
332,1,1,5661314213,1.3597088,103.829245,1051.12,847.01,0.3307
333,1,8,5251317739,1.3580619,103.8288746,1009.9,663.68,0.4125
334,1,6,5158088542,1.3608427,103.8259238,681.51,973.24,0.5438
335,1,6,6539353600,1.3570801,103.8182383,-173.8,554.38,0.2545
336,1,19,5158088582,1.3598316,103.8238387,449.46,860.68,0.6239
337,1,18,8005620260,1.3604086,103.8290041,1024.32,924.91,0.3193
338,1,13,563630381,1.3559042,103.8164535,-372.43,423.48,0.1672
339,1,7,1125498306,1.3580107,103.8288019,1001.81,657.98,0.4209
340,1,13,5661314148,1.3622055,103.8282844,944.22,1124.94,0.2605
341,1,13,5159268607,1.3579276,103.8190104,-87.87,648.73,0.2995
342,1,9,5230396499,1.3601031,103.8322975,1390.83,890.91,0.1363
343,1,12,4740599061,1.3571118,103.8289116,1014.02,557.91,0.3985
344,1,12,5159898391,1.3654008,103.8271134,813.9,1480.65,0.128
345,1,16,4838338684,1.3595273,103.8249354,571.51,826.81,0.7259
346,1,17,5698393591,1.3562559,103.829101,1035.1,462.63,0.3696
347,1,6,5659505829,1.3612342,103.830616,1203.7,1016.82,0.1849
348,1,11,5661314160,1.3609222,103.8286696,987.09,982.09,0.3173
349,1,17,5251317019,1.3610933,103.8272626,830.51,1001.13,0.4179
350,1,14,4838323814,1.3604582,103.8241106,479.72,930.43,0.5584
351,1,19,6090004114,1.3574269,103.827981,910.46,592.99,0.4981
352,1,17,5661315459,1.3595052,103.82943,1071.71,824.35,0.3215
353,1,9,563630687,1.352792,103.8253994,623.15,77.03,0.4113
354,1,7,5648108202,1.3552381,103.8341565,1597.72,349.33,0.0907
355,1,17,5233523887,1.3604575,103.8240945,477.93,930.36,0.5576
356,1,4,6734294894,1.3571506,103.8240979,478.31,562.23,0.6783
357,1,16,5661315514,1.3611562,103.8290561,1030.1,1008.14,0.2765
358,1,21,8027775119,1.3513255,103.8320764,1366.23,-86.22,0.101
359,1,16,6746010759,1.3548737,103.8303327,1172.17,308.77,0.2448
360,1,12,6063308134,1.3574141,103.8246283,537.34,591.57,0.6967
361,1,17,2291053385,1.360569,103.8309748,1243.63,942.77,0.1846
362,1,13,5158088555,1.3606018,103.8230678,363.67,946.42,0.4778
363,1,15,1318513939,1.3627067,103.8294335,1072.1,1180.74,0.1845
364,1,21,5159274243,1.3600835,103.8170524,-305.78,888.72,0.1482
365,1,11,5251317739,1.3580619,103.8288746,1009.9,663.68,0.4125
366,1,21,4838301952,1.3586777,103.8276244,870.77,732.23,0.5518
367,1,20,5606637992,1.3652551,103.8284232,959.67,1464.43,0.1176
368,1,9,5158074582,1.3517322,103.8300127,1136.56,-40.94,0.1675
369,1,7,5661315461,1.3596601,103.8294156,1070.11,841.59,0.3172
370,1,8,7424629430,1.3597044,103.827903,901.77,846.52,0.4665
371,1,2,5267997393,1.35338,103.8328589,1453.31,142.49,0.109
372,1,7,5661315509,1.3610798,103.8291363,1039.03,999.63,0.2751
373,1,17,5646322721,1.3540025,103.8280111,913.81,211.79,0.4185
374,1,7,5157980643,1.3696294,103.8115968,-912.93,1951.37,0.0336
375,1,11,1125498155,1.3605952,103.8213068,167.69,945.69,0.3782
376,1,19,8127732914,1.3602987,103.8273514,840.39,912.68,0.4839
377,1,3,563630685,1.352943,103.826114,702.68,93.84,0.4045
378,1,19,5230446274,1.3592576,103.8298758,1121.33,796.78,0.2897
379,1,10,4000040016,1.3576193,103.8277785,887.92,614.41,0.523
380,1,8,5158088592,1.3594773,103.8251591,596.41,821.24,0.7264
381,1,17,6734385733,1.3535555,103.8306659,1209.26,162.03,0.1941
382,1,17,1125498477,1.3593791,103.8152293,-508.67,810.31,0.1015
